route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,1,49506544,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166768,1085495,1,2
1,1,49506545,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166769,1085495,1,2
1,1,49506546,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166783,1085495,1,2
1,1,49506547,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166770,1085495,1,2
1,1,49506548,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166771,1085495,1,2
1,1,49506549,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166772,1085495,1,2
1,1,49506550,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166784,1085495,1,2
1,1,49506551,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166785,1085495,1,2
1,1,49506552,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166775,1085495,1,2
1,1,49506553,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166774,1085495,1,2
1,1,49506554,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166786,1085495,1,2
1,1,49506690,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166787,1085495,1,2
1,1,49506689,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166756,1085495,1,2
1,1,49506688,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166757,1085495,1,2
1,1,49506694,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166788,1085497,1,2
1,1,49506698,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166789,1085497,1,2
1,1,49506697,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166760,1085497,1,2
1,1,49506699,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166817,1085450,1,2
1,1,49506696,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166790,1085497,1,2
1,1,49506691,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166791,1085497,1,2
1,1,49506693,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166816,1085450,1,2
1,1,49506747,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166762,1085497,1,2
1,1,49506746,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166763,1085497,1,2
1,1,49506692,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166815,1085450,1,2
1,1,49506744,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166792,1085497,1,2
1,1,49506743,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166793,1085497,1,2
1,1,49506695,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166814,1085450,1,2
1,1,49506741,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166765,1085497,1,2
1,1,49506740,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166811,1085497,1,2
1,1,49506745,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166813,1085450,1,2
1,1,49506739,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166766,1085497,1,2
1,1,49506738,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166755,1085497,1,2
1,1,49506737,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166810,1085497,1,2
1,1,49506742,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166812,1085450,1,2
1,1,49506736,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166794,1085497,1,2
1,1,49506735,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166795,1085497,1,2
1,1,49506734,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166833,1085497,1,2
1,1,49506733,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166796,1085497,1,2
1,1,49506732,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166821,1085497,1,2
1,1,49506731,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166797,1085497,1,2
1,1,49506730,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166798,1085497,1,2
1,1,49506729,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166828,1085497,1,2
1,1,49506728,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166799,1085497,1,2
1,1,49506727,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166800,1085497,1,2
1,1,49506726,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166832,1085497,1,2
1,1,49506725,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166777,1085497,1,2
1,1,49506724,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166778,1085497,1,2
1,1,49506723,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166825,1085497,1,2
1,1,49506722,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166779,1085497,1,2
1,1,49506721,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166780,1085497,1,2
1,1,49506720,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166831,1085497,1,2
1,1,49506719,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166776,1085497,1,2
1,1,49506718,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166824,1085497,1,2
1,1,49506717,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166781,1085497,1,2
1,1,49506716,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166782,1085497,1,2
1,1,49506715,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166827,1085497,1,2
1,1,49506714,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166768,1085497,1,2
1,1,49506713,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166769,1085497,1,2
1,1,49506712,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166823,1085497,1,2
1,1,49506711,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166783,1085497,1,2
1,1,49506710,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166770,1085497,1,2
1,1,49506709,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166830,1085497,1,2
1,1,49506708,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166771,1085497,1,2
1,1,49506707,Line 1 (Yonge-University) towards Vaughan Metropolitan Centre Station,,0,2166826,1085497,1,2
